page,municipality,title,amount_text,status,chunk
area/tokyo/itabashi/seido/172,itabashi,子ども医療費助成,保険診療の範囲内で自己負担分を助成（具体的金額記載なし）,no_amount,K
area/tokyo/itabashi/seido/234,itabashi,高齢者住宅改修費助成事業（板橋区）,介護予防住宅改修等が対象（助成額はパンフレット参照、ページ記載なし）,no_amount,K
area/tokyo/itabashi/seido/580,itabashi,転入届（板橋区外から板橋区に転入した方）,転入手続きのため金額なし,no_amount,K
area/tokyo/itabashi/seido/733,itabashi,住まいの防犯対策助成事業,"購入・設置費用（税込）の3/4、上限30,000円",ok,K
area/tokyo/kita/seido/2075,kita,北区子育て応援団事業（子育て福袋・みんなでお祝い輝きバースデー）,子育てガイドブック・親子バッグ等の配布（金額記載なし）,no_amount,K
area/tokyo/kita/seido/405,kita,オンラインによる転出届・転入（転居）予定連絡,転出入手続きのため金額なし,no_amount,K
area/tokyo/kita/seido/152,kita,子ども医療費助成,保険診療の自己負担分を助成（所得制限なし、具体的金額記載なし）,no_amount,K
area/tokyo/kita/seido/2861,kita,北区 身体障害者住宅設備改善費の助成（バリアフリー住宅改修）,小規模改修・中規模改修・屋内移動設備が対象（所得に応じ自己負担、助成額記載なし）,no_amount,K
area/tokyo/kita/seido/2191,kita,北区特定不妊治療費（先進医療）助成（都助成への上乗せ）,上限5万円（都助成額を除いた自費先進医療費と5万円のいずれか低い額）,ok,K
area/tokyo/kita/seido/263,kita,高齢者住宅改造費助成,助成対象額の1割～3割が自己負担（助成額の具体的記載なし）,no_amount,K
area/tokyo/kita/seido/2546,kita,北区 長寿のお祝い,米寿に区内共通商品券、100歳・最高齢者にお祝い金と品（金額は公式ページ取得不可）,fetch_failed,K
area/tokyo/kita/seido/2970,kita,北区 障害者世帯及びひとり親世帯転居費用助成,上限15万円（礼金と仲介手数料の合算額、立退料相当額は控除）,ok,K
area/tokyo/kita/seido/367,kita,転入時の手続き,転入手続きのため金額なし,no_amount,K
area/tokyo/kita/seido/420,kita,風しん抗体検査・予防接種費用助成,抗体検査:全額助成（1回）／風しん・麻しん風しん予防接種:いずれか1回全額助成（協力医療機関で自己負担なし）,ok,K
area/tokyo/kita/seido/2971,kita,北区 ファミリー・サポート・センター利用料の一部助成,"謝礼金の2分の1(月20,000円上限)",ok,L
area/tokyo/kita/seido/2787,kita,北区 障害者（児）日常生活用具の購入費用助成,,no_amount,L
area/tokyo/suginami/seido/1936,suginami,長寿のお祝い（敬老祝い品）,,no_amount,L
area/tokyo/suginami/seido/2606,suginami,杉並区 住居確保給付金の支給事業,"家賃上限 単身53,700円／2人64,000円／3～5人69,800円(月額)",ok,L
area/tokyo/suginami/seido/1495,suginami,感震ブレーカー設置支援事業,"設置費用一律2,000円(特例対象者は無料)",ok,L
area/tokyo/suginami/seido/495,suginami,私立幼稚園の保護者補助金等,,no_amount,L
area/tokyo/suginami/seido/14,suginami,転入届：杉並区外から杉並区に住所を変更したとき,,no_amount,L
area/tokyo/suginami/seido/724,suginami,ひとり親家庭等医療費の助成,"課税世帯 通院1割(月上限18,000円/年144,000円)・入院1割(月上限57,600円)／非課税世帯 自己負担なし",ok,L
area/tokyo/suginami/seido/12,suginami,子ども医療費助成,,no_amount,L
area/tokyo/koto/seido/3012,koto,江東区 後期高齢者健康診査（区独自追加項目）,無料,ok,L
area/tokyo/koto/seido/401,koto,児童手当・子ども医療費助成の電子申請,,no_amount,L
area/tokyo/koto/seido/89,koto,認可保育園等保育料の減額免除,,no_amount,L
area/tokyo/koto/seido/2610,koto,江東区 住居確保給付金,"家賃上限 単身53,700円／2人64,000円／3～5人69,800円／6人75,000円(月額)",ok,L
area/tokyo/koto/seido/142,koto,子ども医療費助成,自己負担0円(無料)、所得制限なし,ok,L
area/tokyo/koto/seido/3011,koto,江東区 認可外保育施設等保護者負担軽減補助金（区独自上乗せ）,,no_amount,L
area/tokyo/hinode/seido/851,hinode,こどもの医療費助成制度,,no_amount,L
area/tokyo/hinode/seido/895,hinode,ひとり親家庭等医療費助成,課税世帯 医療費の1割負担／非課税世帯 自己負担なし,ok,L
area/tokyo/hinode/seido/852,hinode,高校生等医療費助成制度（マル青）,外来1回200円の自己負担,ok,L
area/tokyo/hinode/seido/2743,hinode,日の出町 保育所5歳児クラスの給食費（副食費）無償化・多子世帯軽減,,no_amount,L
area/tokyo/hinode/seido/1437,hinode,日の出町 住居確保給付金,,fetch_failed,L
area/tokyo/hinode/seido/897,hinode,青少年の医療費助成制度,,no_amount,L
area/tokyo/oshima/seido/2954,oshima,大島町 移住者向け町営住宅（目的外使用）,,fetch_failed,L
area/tokyo/oshima/seido/2827,oshima,大島町 島外医療機関受診・入院の交通費助成,,no_amount,L
area/tokyo/oshima/seido/787,oshima,乳幼児及び義務教育就学児医療費助成制度,マル乳 医療費の2割を助成／マル子 3割を助成,ok,L
area/tokyo/oshima/seido/1551,oshima,おたふくかぜワクチン任意接種費用助成,接種費用全額を町が負担,ok,L
area/tokyo/oshima/seido/859,oshima,高校生等医療費助成制度（マル青）,,no_amount,L
area/tokyo/oshima/seido/2570,oshima,大島町 敬老の日 祝品・記念品,,no_amount,L
area/tokyo/meguro/seido/274,meguro,住宅用再生可能エネルギー及び省エネルギー設備設置費助成,太陽光1kW3万円(上限15万円)／蓄電池 本体価格の1/3(上限7万円)／燃料電池 上限7万円／CO2冷媒ヒートポンプ給湯器 上限5万円／ハイブリッド給湯器 上限5万円／マンション共用部LED 上限10万円／東京ゼロエミ住宅・ZEH 30万円,ok,L
area/tokyo/meguro/seido/174,meguro,子ども医療費助成制度 医療証の交付,,no_amount,L
area/tokyo/meguro/seido/471,meguro,認可外保育施設保育料助成制度,"0～2歳課税世帯 第1子80,000円(利用者支援40,000円+第1子支援40,000円)／非課税世帯38,000円／3～5歳 40,000円(月額上限)",ok,L
area/tokyo/meguro/seido/2616,meguro,目黒区 住居確保給付金のごあんない,"家賃上限 単身53,700円／2人64,000円／3～5人69,800円／6人75,000円／7人以上83,800円(月額)",ok,L
area/tokyo/meguro/seido/373,meguro,転入届,,no_amount,L
area/tokyo/meguro/seido/173,meguro,ひとり親家庭等医療費助成制度,,no_amount,L
area/tokyo/meguro/seido/448,meguro,転入届,,no_amount,L
area/tokyo/meguro/seido/206,meguro,住宅リフォーム資金助成,一般 工事費(税抜)の10%(上限10万円)／省エネ 20%(上限20万円)／アスベスト除去 10%(上限20万円)／空き家バリアフリー 10%(上限10万円),ok,L
area/tokyo/meguro/seido/547,meguro,家事育児サポーター（産後ドゥーラ）利用費助成事業,"プランニング1,000円(1回)／支援 1時間2,000円(単胎30時間・多胎60時間まで)",ok,L
area/tokyo/edogawa/seido/372,edogawa,転入届,,no_amount,L
area/tokyo/edogawa/seido/271,edogawa,特別障害給付金,"1級 月額58,650円／2級 月額46,920円",ok,L
area/tokyo/edogawa/seido/543,edogawa,家事・育児支援事業 えどがわママパパ応援隊,1時間500円(0歳児家庭は1人14時間まで無料),ok,L
area/tokyo/edogawa/seido/270,edogawa,ブロック塀等撤去費助成,"個人 対象費用の2/3または25,000円/mの低い額／法人 1/2または19,000円/m、上限200万円/件",ok,L
area/tokyo/edogawa/seido/188,edogawa,ひとり親家庭等医療費助成,"課税世帯 通院1割(月18,000円/年144,000円)・入院1割(月57,600円、多数回44,400円)／非課税世帯 自己負担なし",ok,L
area/tokyo/edogawa/seido/2129,edogawa,江戸川区ひとり親家庭 民間賃貸住宅家賃助成,"現在家賃との差額を上限月20,000円助成",ok,L
area/tokyo/edogawa/seido/1927,edogawa,子ども医療費助成制度（マル乳・マル子・マル青医療証）,,no_amount,L
area/tokyo/edogawa/seido/186,edogawa,児童育成手当,"児童1人につき月額13,500円",ok,L
area/tokyo/edogawa/seido/3021,edogawa,江戸川区 保育料の第1子無償化,,no_amount,L
area/tokyo/adachi/seido/460,adachi,認可外保育施設の保育料補助（定期利用補助金）,"0～2歳課税世帯80,000円／非課税・未申告38,000円／3～5歳40,000円(月額上限)",ok,L
area/tokyo/adachi/seido/1926,adachi,子ども医療費助成制度（マル乳・マル子・マル青医療証）,,no_amount,L
area/tokyo/adachi/seido/659,adachi,足立区独自 介護利用者負担額助成,介護費の最大45%を助成,ok,L
area/tokyo/adachi/seido/2622,adachi,足立区 住居確保給付金,"家賃上限 単身53,700円／2人64,000円／3～5人69,800円／6人75,000円／7人以上83,800円(月額)",ok,L
area/tokyo/adachi/seido/376,adachi,転入届,,no_amount,L
area/tokyo/mizuho/seido/1422,mizuho,児童育成手当（育成・障害）,"育成 児童1人月額13,500円／障害 児童1人月額15,500円",ok,L
area/tokyo/mizuho/seido/2717,mizuho,瑞穂町 認可外保育施設（認証保育所等）保育料補助,認可保育料相当額と認証保育所等保育料の差額を補助（具体額はPDF基準額表・記載なし）,no_amount,M
area/tokyo/mizuho/seido/2101,mizuho,瑞穂町出産祝いの記念品贈呈,,fetch_failed,M
area/tokyo/machida/seido/2627,machida,町田市 住居確保給付金,単身53700円／2人64000円／3～5人69800円／6人75000円／7人以上83800円（月額上限）,ok,M
area/tokyo/machida/seido/2729,machida,町田市 0～2歳児第1子の保育料無償化（多子世帯支援の拡大）,0～2歳児第1子の保育料無償化（令和7年9月～）,ok,M
area/tokyo/machida/seido/1364,machida,心身障害者（児）医療費助成制度（マル障）,保険診療自己負担分から一部負担金を差し引いた額を助成（具体額記載なし）,no_amount,M
area/tokyo/machida/seido/814,machida,義務教育就学児医療費助成制度（マル子医療証）,,fetch_failed,M
area/tokyo/machida/seido/1358,machida,在日外国人高齢者・障がい者等福祉給付金制度,支給額記載なし,no_amount,M
area/tokyo/chofu/seido/1383,chofu,心身障害者医療費助成制度（マル障）,住民税課税状況により負担割合変動（具体額記載なし）,no_amount,M
area/tokyo/chofu/seido/1388,chofu,ひとり親家庭等医療費助成制度,課税世帯／1割自己負担（外来上限月18000円・年144000円、外来入院上限月57600円・多数回44400円）、非課税世帯／全額助成,ok,M
area/tokyo/chofu/seido/2698,chofu,調布市 認可外保育施設保育料助成事業,児童年齢・認定区分・所得により助成額が異なる（具体額はリーフレット・記載なし）,no_amount,M
area/tokyo/chofu/seido/1390,chofu,養育費確保支援事業補助金,公正証書等作成支援／養育費保証契約支援 各1回上限5万円,ok,M
area/tokyo/fussa/seido/1282,fussa,心身障害者医療費助成（マル障）,課税者／1割負担（通院上限月18000円・年144000円、入院上限月57600円・多数回44400円）、非課税者／負担なし,ok,M
area/tokyo/fussa/seido/1273,fussa,母子家庭等自立支援教育訓練給付金事業,支給率・上限額はチラシ（PDF）・本文記載なし,no_amount,M
area/tokyo/fussa/seido/2736,fussa,福生市 保育料の多子世帯軽減（第2子以降無償化）,0～2歳児クラスの保育料無償化（第1子含む、令和7年9月～）,ok,M
area/tokyo/fussa/seido/1647,fussa,妊婦健康診査費用助成,多胎妊婦：1回あたり5460円（最大5回、令和8年3月末まで5280円）,ok,M
area/tokyo/fussa/seido/2628,fussa,福生市 住居確保給付金,家賃相当額（上限あり）・具体額記載なし,no_amount,M
area/tokyo/fussa/seido/1271,fussa,ひとり親家庭等医療費助成制度（マル親医療証）,1割負担者／通院上限月18000円・年144000円、入院上限月57600円・多数回44400円,ok,M
area/tokyo/fussa/seido/1886,fussa,高齢者おむつ等助成,助成対象量のみ記載（紙おむつ1日5枚等）、金額記載なし,no_amount,M
area/tokyo/fussa/seido/1272,fussa,母子家庭等高等職業訓練促進給付金等事業,非課税世帯／月10万円（最終年度月14万円）・修了支援5万円、課税世帯／月7万500円（最終年度月11万500円）・修了支援2万5千円,ok,M
area/tokyo/hamura/seido/2034,hamura,羽村市環境配慮事業助成制度,設備区分別の助成額はメニューPDF・本文記載なし,no_amount,M
area/tokyo/hamura/seido/1126,hamura,児童育成手当（育成手当）,児童1人につき月額13500円,ok,M
area/tokyo/hamura/seido/1131,hamura,母子家庭及び父子家庭 自立支援教育訓練給付金,受講費用の6割相当（12001円～400000円）,ok,M
area/tokyo/hamura/seido/1124,hamura,高齢者世帯等の水道・下水道料金助成,上下水道の最小口径（13mm）1水栓分の基本料金相当を助成（年3回振込）,ok,M
area/tokyo/hamura/seido/1127,hamura,児童育成手当（障害手当）,都制度／月額15500円、市制度／月額12500円,ok,M
area/tokyo/hamura/seido/1136,hamura,障害者（児）住宅設備改善費助成事業,種目別の助成額・上限記載なし,no_amount,M
area/tokyo/hamura/seido/1132,hamura,母子家庭及び父子家庭 高等職業訓練促進給付金,非課税世帯／月10万円（最終年度月14万円）・修了5万円、課税世帯／月7万500円（最終年度月11万500円）・修了2万5千円（上限4年）,ok,M
area/tokyo/hamura/seido/1133,hamura,心身障害者医療費助成制度（マル障）,課税者／1割負担（通院上限月18000円・年144000円、入院上限月57600円・多数回44400円）、非課税者／負担なし,ok,M
area/tokyo/kozushima/seido/1826,kozushima,帯状疱疹ワクチン予防接種費用助成,助成金額記載なし,no_amount,M
area/tokyo/kozushima/seido/790,kozushima,子ども医療費助成,保険診療自己負担分を助成（具体額記載なし）,no_amount,M
area/tokyo/kozushima/seido/1746,kozushima,ひとり親家庭等医療費助成,助成内容・金額記載なし,no_amount,M
area/tokyo/setagaya/seido/694,setagaya,ひとり親家庭等の医療費助成制度,保険診療自己負担分の一部を助成（具体額記載なし）,no_amount,M
area/tokyo/setagaya/seido/2604,setagaya,世田谷区 住居確保給付金,家賃相当額（上限あり）・具体額記載なし,no_amount,M
area/tokyo/setagaya/seido/51,setagaya,子ども等医療助成費の払い戻しの申請,保険診療の自己負担分及び入院時食事療養費を助成（具体額記載なし）,no_amount,M
area/tokyo/setagaya/seido/2109,setagaya,“ずっと、世田谷。”子育て・若者夫婦世帯住み替え応援事業,補助金額はパンフレット・本文記載なし,no_amount,M
area/tokyo/setagaya/seido/4,setagaya,子ども等医療費助成制度,保険診療の自己負担分・入院時食事の自己負担分を助成（具体額・所得制限記載なし）,no_amount,M
area/tokyo/setagaya/seido/2724,setagaya,世田谷区 保育料の第二子以降無償化（多子世帯軽減）,認可保育施設に通う区内在住の全児童の保育料無償化（令和7年9月～）,ok,M
area/tokyo/fuchu/seido/926,fuchu,ひとり親家庭等医療費助成,非課税世帯／0割負担、課税世帯／1割負担,ok,M
area/tokyo/fuchu/seido/808,fuchu,子ども医療費助成,保険診療自己負担分を助成（具体額記載なし）,no_amount,M
area/tokyo/fuchu/seido/933,fuchu,府中市心身障害者医療費助成,医療費の自己負担の一部を助成（具体額記載なし）,no_amount,M
area/tokyo/fuchu/seido/2947,fuchu,府中市 高齢者等保養施設利用助成,1人3000円（年度内1泊まで）,ok,M
area/tokyo/sumida/seido/2614,sumida,墨田区 住居確保給付金,家賃相当額（上限あり）・具体額記載なし,no_amount,M
area/tokyo/sumida/seido/537,sumida,産後のお母さんを応援 産後ケア事業,宿泊型9000円～（1泊2日）／日帰り型3000円～／外来型1000円／訪問型1000円（利用者負担額、非課税・生保世帯は免除）,ok,M
area/tokyo/sumida/seido/136,sumida,子どもの医療費の助成,保険診療の自己負担分を助成（具体額記載なし）,no_amount,M
area/tokyo/sumida/seido/185,sumida,ひとり親家庭等医療費助成,課税世帯／1割負担（外来上限月18000円・年144000円、入院上限月57600円）、非課税世帯／自己負担なし,ok,M
area/tokyo/sumida/seido/444,sumida,がん患者等アピアランスケア費用助成事業,購入・レンタル費用の上限10万円（全対象品目共通）,ok,M
area/tokyo/sumida/seido/240,sumida,地球温暖化防止設備導入助成制度,太陽光発電1kWあたり5万円（上限20万円）／蓄電池上限5万円／V2H製品費25%（上限40万円）／充電設備工事費80%（上限7.5万円／基）／燃料電池工事費10%（上限5万円）／直管型LED工事費50%（戸建上限3万円・分譲マンション15万円）,ok,M
area/tokyo/hinohara/seido/853,hinohara,ひとり親家庭等医療費助成制度,課税者がいる場合／1割負担、全員非課税／自己負担なし（全額助成）,ok,M
area/tokyo/hinohara/seido/1530,hinohara,高齢者医療費助成金,医療費の被保険者負担額の2分の1を助成（入院時食事・生活療養標準負担額を除く）,ok,M
area/tokyo/hinohara/seido/2884,hinohara,檜原村 再エネ設備（太陽光発電・蓄電池等）導入補助,太陽光（既存住宅）15万円/kW（3kW以下上限45万円）／蓄電池15万円/kWh（上限120万円/戸）／パワコン更新1/2（上限10万円/台）／V2H1/2（上限50万円）／太陽熱1/2（上限55万円/戸）／地中熱3/5（上限180万円/台）,ok,M
area/tokyo/hinohara/seido/1447,hinohara,檜原村 住居確保給付金,,fetch_failed,M
area/tokyo/hinohara/seido/786,hinohara,義務教育就学児医療費助成制度,各種健康保険の自己負担分を助成（具体額記載なし）,no_amount,M
area/tokyo/hinohara/seido/2182,hinohara,檜原村高校生就学支援金（進学支援）,,no_amount,N
area/tokyo/hinohara/seido/2744,hinohara,檜原村 子育て支援保育料等補助金（保育料・副食費軽減）,,no_amount,N
area/tokyo/hino/seido/1022,hino,児童育成手当（障害手当）,月額15500円,ok,N
area/tokyo/hino/seido/1031,hino,手当（心身障害者（児）福祉手当）,都制度（20歳以上）月額15500円／市制度20歳未満12000円／身体3・4級8000円／愛の手帳4度8000円／難病10000円／重複障害3000円加算,ok,N
area/tokyo/hino/seido/1027,hino,心身障害者医療費助成制度（マル障）,,no_amount,N
area/tokyo/hino/seido/1021,hino,児童育成手当（育成手当）,月額13500円,ok,N
area/tokyo/hino/seido/1025,hino,母子家庭及び父子家庭高等職業訓練促進給付金,促進給付金 非課税月額100000円／課税月額70500円（最終年度 非課税140000円／課税110500円）、修了支援給付金 非課税50000円／課税25000円,ok,N
area/tokyo/hino/seido/1949,hino,長寿祝品・祝状の贈呈,100歳対象（金額記載なし）,no_amount,N
area/tokyo/hino/seido/2702,hino,日野市 認可外保育施設 保護者助成制度,,no_amount,N
area/tokyo/hino/seido/1023,hino,ひとり親家庭等医療費助成制度,課税世帯 外来18000円/月（年上限144000円）・外来＋入院57600円/月（4回目以降44400円）／非課税世帯 負担なし,ok,N
area/tokyo/hino/seido/820,hino,子ども医療費助成制度,,no_amount,N
area/tokyo/toshimamura/seido/1825,toshimamura,帯状疱疹ワクチン予防接種費用助成,,no_amount,N
area/tokyo/toshimamura/seido/1462,toshimamura,村営住宅・移住時の住宅事情,,no_amount,N
area/tokyo/toshimamura/seido/918,toshimamura,ひとり親家族等医療助成,,no_amount,N
area/tokyo/toshimamura/seido/861,toshimamura,15の春 子ども・家庭応援事業補助金,,no_amount,N
area/tokyo/toshimamura/seido/862,toshimamura,高齢者向け事業（シニアカー購入助成・補聴器購入費助成）,,no_amount,N
area/tokyo/toshimamura/seido/1560,toshimamura,住民健診・事業所健診・がん検診,,no_amount,N
area/tokyo/toshimamura/seido/919,toshimamura,心身障害者医療費助成,,no_amount,N
area/tokyo/toshimamura/seido/1463,toshimamura,利島村 生活困窮者自立支援制度・住居確保給付金,,no_amount,N
area/tokyo/toshimamura/seido/2942,toshimamura,利島村 ひとり親家庭等医療費助成（マル親）,,fetch_failed,N
area/tokyo/toshimamura/seido/788,toshimamura,乳幼児・義務教育就学児童医療助成,,no_amount,N
area/tokyo/miyake/seido/1460,miyake,三宅村 生活困窮者自立支援制度・住居確保給付金,,no_amount,N
area/tokyo/miyake/seido/1745,miyake,ひとり親家庭等医療費助成,,no_amount,N
area/tokyo/miyake/seido/915,miyake,心身障害者（児）医療費助成（マル障）,,no_amount,N
area/tokyo/miyake/seido/1824,miyake,帯状疱疹ワクチン予防接種費用助成,,no_amount,N
area/tokyo/miyake/seido/2748,miyake,三宅村 保育料無償化（全世帯）,令和7年9月から全世帯保育料無償化（0円）,ok,N
area/tokyo/higashiyamato/seido/1224,higashiyamato,自立支援教育訓練給付金,,no_amount,N
area/tokyo/higashiyamato/seido/2738,higashiyamato,東大和市 保育料の多子世帯軽減（第2子半額・第3子以降無償）,,no_amount,N
area/tokyo/higashiyamato/seido/2560,higashiyamato,東大和市 長寿祝金,,fetch_failed,N
area/tokyo/higashiyamato/seido/1225,higashiyamato,高等職業訓練促進給付金,,no_amount,N
area/tokyo/higashiyamato/seido/1231,higashiyamato,心身障害者医療費助成制度,,no_amount,N
area/tokyo/higashiyamato/seido/831,higashiyamato,子ども医療費助成制度（マル乳・マル子・マル青）,,no_amount,N
area/tokyo/higashiyamato/seido/1233,higashiyamato,心身障害者福祉手当,都制度 月額15500円／市制度 月額6100円,ok,N
area/tokyo/toshima/seido/2019,toshima,豊島区エコ住宅普及促進費用助成金（個人住宅向け）,太陽光1kWあたり2万円（上限8万円）／蓄電1kWhあたり1万円（上限5万円）／エネファーム一律8万円／HEMS本体価格の1／3（上限2万円）／断熱改修窓 費用の1／4（上限10万円）／雨水貯水槽1万円または2万円,ok,N
area/tokyo/toshima/seido/375,toshima,転入届,,no_amount,N
area/tokyo/toshima/seido/482,toshima,認可外保育施設利用者への補助金,認証保育所3～5歳児 負担軽減補助37000円／その他認可外0～2歳児 上限80000円・3～5歳児 上限77000円（区分・年齢・課税状況で異なる）,ok,N
area/tokyo/toshima/seido/2618,toshima,豊島区 住居確保給付金の支給（生活困窮者自立支援制度）,家賃月額上限 1人世帯53700円／2人世帯64000円／3人世帯69800円,ok,N
area/tokyo/toshima/seido/1625,toshima,妊婦健康診査費用助成,多胎妊婦健診（15～19回目）1回5280円（令和8年4月以降5460円・最大5回）／産婦健診 1回5000円（最大2回）,ok,N
area/tokyo/toshima/seido/155,toshima,子どもの医療費助成,,no_amount,N
area/tokyo/nishitokyo/seido/2986,nishitokyo,西東京市 小児インフルエンザ任意予防接種費用助成,1回限り4000円助成（生後6か月～13歳未満）,ok,N
area/tokyo/nishitokyo/seido/1314,nishitokyo,自動車燃料費の助成,自動車 月額3000円相当／二輪車 月額1500円相当,ok,N
area/tokyo/nishitokyo/seido/1298,nishitokyo,高等職業訓練促進給付金,非課税月額100000円／課税月額70500円（最後の12か月は40000円加算）、修了支援給付金 非課税50000円／課税25000円,ok,N
area/tokyo/nishitokyo/seido/1308,nishitokyo,心身障害者医療費助成（マル障）,課税世帯 総医療費の1割負担／非課税世帯 負担なし,ok,N
area/tokyo/nishitokyo/seido/1299,nishitokyo,教育訓練給付金,入学料・受講料の6割・上限20万円（専門実践教育訓練は修業年数×40万円）,ok,N
area/tokyo/nishitokyo/seido/1302,nishitokyo,小児慢性特定疾病医療費助成,,no_amount,N
area/tokyo/nishitokyo/seido/1297,nishitokyo,ひとり親家庭等医療費助成制度,課税世帯 2割助成（自己負担1割）／非課税世帯 3割助成（自己負担なし）,ok,N
area/tokyo/inagi/seido/1187,inagi,心身障害者福祉手当,身体1・2級15500円／3級12500円／4級5000円／愛の手帳1・2・3度15500円／4度12500円／脳性麻痺・進行性筋萎縮症15500円（月額）,ok,N
area/tokyo/inagi/seido/841,inagi,乳幼児・義務教育就学児・高校生等医療費助成制度,マル乳 自己負担なし（全額助成）／マル子・マル青 通院1回200円自己負担・入院調剤は負担なし,ok,N
area/tokyo/inagi/seido/2564,inagi,稲城市 長寿百歳記念品贈呈,,fetch_failed,N
area/tokyo/inagi/seido/2033,inagi,稲城市カーボンニュートラル住宅設備等補助金,太陽光1kWあたり2万円（上限8万円）／燃料電池定額2万円／蓄電池定額4万円／木質ペレットストーブ機器費1／3（上限5万円）／FCV定額10万円／V2H3万円（上限機器費）／断熱改修 設置費用1／6（上限5万円）,ok,N
area/tokyo/inagi/seido/3045,inagi,稲城市 満3歳児クラスの預かり保育補助金,日額450円×利用日数（複数施設利用時は月額上限16300円）,ok,N
area/tokyo/inagi/seido/1186,inagi,心身障害者医療費助成制度（マル障）,,no_amount,O
area/tokyo/inagi/seido/1190,inagi,自動車運転免許取得費の助成,"教習費用の3分の2を助成（上限：前年所得税0円164,800円／1～42,000円144,200円／42,001～400,000円123,600円）",ok,O
area/tokyo/kiyose/seido/780,kiyose,中等度難聴児補聴器購入費助成制度,,no_amount,O
area/tokyo/kiyose/seido/1138,kiyose,住居確保給付金（転居費用補助）,,no_amount,O
area/tokyo/kiyose/seido/1154,kiyose,母子家庭等高等職業訓練促進給付金,"月額100,000円（非課税世帯）／月額70,500円（課税世帯）、修了支援給付金50,000円／25,000円",ok,O
area/tokyo/kiyose/seido/833,kiyose,医療費助成（乳幼児・義務教育就学児・高校生等）,,no_amount,O
area/tokyo/kiyose/seido/1150,kiyose,ひとり親家庭等の医療費助成,,no_amount,O
area/tokyo/kiyose/seido/2709,kiyose,清瀬市 認可外保育施設等利用支援事業（認可外保育料補助）,"利用者支援 月額上限2,000円／多子世帯支援 月額上限40,000円",ok,O
area/tokyo/mikurajima/seido/1827,mikurajima,帯状疱疹ワクチン予防接種費用助成,,fetch_failed,O
area/tokyo/mikurajima/seido/870,mikurajima,ひとり親家庭の医療費助成,,no_amount,O
area/tokyo/mikurajima/seido/869,mikurajima,高校生等の医療費助成,入院・調剤・訪問看護は0円／通院1回につき200円,ok,O
area/tokyo/mikurajima/seido/1471,mikurajima,御蔵島村 生活困窮者自立支援制度・住居確保給付金,,no_amount,O
area/tokyo/mikurajima/seido/792,mikurajima,子ども医療費助成制度,,fetch_failed,O
area/tokyo/mikurajima/seido/923,mikurajima,高齢者ヘリコミューター運賃助成,島民割引運賃適用後の差額全額を助成,ok,O
area/tokyo/nerima/seido/698,nerima,ひとり親家庭等医療費助成,"課税世帯は1割負担（外来 月18,000円・年144,000円／入院+外来 月57,600円・多数回44,400円）、非課税世帯は入院時食事療養標準負担額等のみ",ok,O
area/tokyo/nerima/seido/1937,nerima,敬老祝品,,no_amount,O
area/tokyo/nerima/seido/3018,nerima,練馬区 子育てスタート応援券,,no_amount,O
area/tokyo/nerima/seido/17,nerima,引越し関連手続き（転入時）,,no_amount,O
area/tokyo/nerima/seido/15,nerima,子ども医療費の助成（マル乳・マル子・マル青医療証）,,no_amount,O
area/tokyo/nerima/seido/16,nerima,転入届（練馬区外から練馬区に引越したとき）,,no_amount,O
area/tokyo/nerima/seido/414,nerima,風しん抗体検査・予防接種費用助成,抗体検査・予防接種とも自己負担なし（全額助成）,ok,O
area/tokyo/nerima/seido/480,nerima,認可外保育施設等の保育料への各種助成,,no_amount,O
area/tokyo/hachijo/seido/2956,hachijo,八丈町 雇用機会拡充事業補助金,,no_amount,O
area/tokyo/hachijo/seido/1454,hachijo,児童育成手当,育成手当 月額13 500円／障害手当 月額15 500円,ok,O
area/tokyo/hachijo/seido/793,hachijo,乳幼児・義務教育就学児・高校生等医療費助成制度,,no_amount,O
area/tokyo/hachijo/seido/1822,hachijo,帯状疱疹ワクチン予防接種費用助成,,fetch_failed,O
area/tokyo/hachijo/seido/2955,hachijo,八丈町 島外通院交通費一部助成,"往復交通費（八丈島～羽田・竹芝間）実費合計の1/2相当額（上限1人1回14,250円）、医師証明書文書料の1/2",ok,O
area/tokyo/hachijo/seido/884,hachijo,ひとり親家庭等医療費助成,非課税世帯は自己負担（3割）を全額助成／課税世帯は3割のうち3分の2を助成,ok,O
area/tokyo/hachijo/seido/882,hachijo,八丈町 島外医療機関通院交通費助成,"往復交通費（八丈島～羽田・竹芝間）実費合計の1/2相当額（上限1人1回14,250円）、医師証明書文書料の1/2",ok,O
area/tokyo/hachijo/seido/2944,hachijo,八丈町 保育料の無償化（第2子以降の軽減を含む）,,fetch_failed,O
area/tokyo/ogasawara/seido/894,ogasawara,ひとり親家庭の医療費助成,,no_amount,O
area/tokyo/ogasawara/seido/2572,ogasawara,小笠原村 長寿祝品・米寿・白寿お祝い金,,no_amount,O
area/tokyo/ogasawara/seido/795,ogasawara,医療費助成,子ども医療費は保険診療の自己負担分を全額助成／ひとり親（課税）は医療費の1割負担・非課税は入院時食事代のみ,ok,O
area/tokyo/ogasawara/seido/1466,ogasawara,小笠原村 生活困窮者自立支援制度・住居確保給付金,,no_amount,O
area/tokyo/ogasawara/seido/1829,ogasawara,帯状疱疹ワクチン予防接種費用助成,,no_amount,O
area/tokyo/ogasawara/seido/2945,ogasawara,小笠原村 保育料の無償化（子育て支援）,,no_amount,O
